41.097167,-87.908333,272,0,607
41.097167,-87.909167,245,12,981
41.097333,-87.912000,245,13,2506
41.098000,-87.914667,315,13,3898
41.101167,-87.918833,317,25,5243
41.104500,-87.924333,304,16,6654
41.107333,-87.929833,306,19,8019
41.109333,-87.935167,295,17,9400
41.110500,-87.941333,283,20,10749
41.110833,-87.948000,295,14,12091
41.111167,-87.952667,250,8,13456
41.110000,-87.956667,255,10,14788
41.109167,-87.960500,263,7,16114
41.109333,-87.964000,306,8,17439
41.111167,-87.966833,330,3,18758
41.111833,-87.969000,221,9,20166
41.110333,-87.971833,246,17,21521
41.110833,-87.973500,208,3,22824
41.114000,-87.970667,127,7,26725
41.115500,-87.967000,85,20,27936
41.116500,-87.961167,75,12,29160
41.116833,-87.956833,91,8,30509
41.118500,-87.951667,71,22,31742
41.120833,-87.945000,68,27,33166
41.124833,-87.936167,62,34,34459
41.129667,-87.925833,46,38,35831
41.136500,-87.913833,56,46,36999
41.143333,-87.901167,48,44,38341
41.150833,-87.888167,50,39,39673
41.158833,-87.876333,51,50,40894
41.168167,-87.864000,53,56,42272
41.177167,-87.846667,59,60,43555
41.187333,-87.827833,60,60,44730
41.194167,-87.812333,55,27,46114
41.198500,-87.806500,85,14,47318
41.197667,-87.798333,87,16,48569
41.198167,-87.791333,18,12,49799
41.201667,-87.786667,48,23,50747
41.205500,-87.780333,40,19,51597
41.208000,-87.776000,51,13,52595
41.209333,-87.771667,61,16,53494
41.209833,-87.767500,111,8,54534
41.209833,-87.764000,186,2,55357
41.210667,-87.764333,14,12,56404
41.210667,-87.750833,116,20,58442
41.207833,-87.745000,129,19,59325
41.205167,-87.742667,230,9,60253
41.206333,-87.744667,321,12,61136
41.206500,-87.746833,230,6,62012
41.207333,-87.749500,338,10,62904
41.214000,-87.747667,36,10,64581
41.215000,-87.746333,253,2,65490
41.220167,-87.748167,29,15,67347
41.223833,-87.748167,275,13,69001
41.224167,-87.751000,277,8,69798
41.225667,-87.752833,330,6,70632
41.227333,-87.753000,313,6,71567
41.227000,-87.754667,221,10,72482
41.225500,-87.759167,229,11,73309
41.225000,-87.764500,248,7,75127
41.225333,-87.768000,264,7,76164
41.225167,-87.771333,286,14,77243
41.226000,-87.777333,288,17,78198
41.227000,-87.780667,237,7,79035
41.226000,-87.785000,267,15,79895
41.225500,-87.789500,231,11,80731
41.224000,-87.793333,247,16,81548
41.222833,-87.798000,276,9,82346
41.223000,-87.803333,275,15,83225
41.224333,-87.808667,248,14,84203
41.223333,-87.814333,235,15,85200
41.221833,-87.822500,259,27,86142
41.221500,-87.832667,265,26,86999
41.222333,-87.839333,298,15,87839
41.223500,-87.845000,278,18,88761
41.225333,-87.851500,294,21,89748
41.227333,-87.857500,301,20,90690
41.230833,-87.860333,309,12,91530
41.231333,-87.864667,260,12,92403
41.231000,-87.876167,286,23,94037
41.232500,-87.883833,277,7,90657
41.233000,-87.897167,278,11,77847
41.238500,-87.901500,328,25,60863
41.239667,-87.900167,49,24,57438
41.242000,-87.895333,64,19,54603
41.241500,-87.888833,89,15,51932
41.244833,-87.878667,76,37,49346
41.255167,-87.860333,59,44,44894
41.263500,-87.846667,47,61,42931
41.271333,-87.832500,36,39,41041
41.279167,-87.818667,47,49,39210
41.286500,-87.809500,30,25,37409
41.290833,-87.803167,41,19,35624
41.294000,-87.796167,79,27,33977
41.297000,-87.788000,97,17,32500
41.300000,-87.783833,334,7,31240
41.298833,-87.781333,78,13,29708
41.299167,-87.776833,137,9,28307
41.300000,-87.771167,38,17,26866
41.302167,-87.767500,88,12,25390
41.303667,-87.765500,144,10,23946
41.302667,-87.766500,312,9,22571
41.302000,-87.769333,298,11,21265
41.303333,-87.770333,25,11,20005
41.304667,-87.771167,17,9,18755
41.306667,-87.773000,299,18,17567
41.307500,-87.777000,278,18,16406
41.307833,-87.782333,257,17,15247
41.307833,-87.786000,336,9,14089
41.308667,-87.788333,248,11,12908
41.309167,-87.793333,265,8,11760
41.309500,-87.797500,257,7,10644
41.309833,-87.802833,265,17,9525
41.311333,-87.810000,314,16,8416
41.314000,-87.816333,289,26,7333
41.315833,-87.820500,349,11,6267
41.318500,-87.823667,308,15,5276
41.321000,-87.827667,308,12,4239
41.324667,-87.830833,313,7,3228
41.325833,-87.834833,272,6,2241
41.326167,-87.838833,321,6,1371
41.326833,-87.842167,333,0,656
41.326833,-87.842167,331,0,672
41.326833,-87.842167,309,0,682
41.326833,-87.842167,330,0,689
41.326833,-87.842167,357,0,702
41.326833,-87.842167,342,0,705
