41.097833,-87.909167,285,0,108
41.097833,-87.909167,285,0,108
41.097500,-87.908333,108,0,630
41.097500,-87.908333,108,0,630
41.097500,-87.908333,222,0,643
41.097500,-87.908333,222,0,643
41.097500,-87.908333,199,0,643
41.097500,-87.908333,199,0,643
41.097500,-87.908333,225,0,646
41.097500,-87.908333,225,0,646
41.097500,-87.908333,329,0,643
41.097500,-87.908333,0,0,649
41.097500,-87.908333,41,0,646
41.097500,-87.908167,254,0,672
41.097500,-87.908167,254,0,672
41.097500,-87.908333,75,0,630
41.097500,-87.908333,44,0,597
41.097500,-87.908167,165,0,643
41.097500,-87.908333,351,0,610
41.097500,-87.908333,351,0,610
41.097167,-87.908500,227,0,567
41.097500,-87.908167,91,0,620
41.097500,-87.908333,290,0,623
41.097500,-87.908333,290,0,623
41.097500,-87.908333,192,0,623
41.097500,-87.908333,172,0,620
41.097500,-87.908333,357,0,616
41.097500,-87.908333,357,0,616
41.097500,-87.908333,306,0,616
41.097500,-87.908333,306,0,616
41.097500,-87.908333,254,0,567
41.097500,-87.908333,254,0,567
41.097500,-87.908333,3,0,603
41.097500,-87.908333,3,0,603
41.097500,-87.908333,80,0,630
41.097500,-87.908333,75,0,630
41.097500,-87.908333,75,0,630
41.097500,-87.908333,69,0,630
41.097500,-87.908167,213,0,620
41.097500,-87.908333,330,0,616
41.097500,-87.908333,330,0,616
41.097500,-87.908167,275,0,633
41.097500,-87.908333,121,0,626
41.097500,-87.908167,196,0,620
41.097500,-87.908167,196,0,620
41.097500,-87.908333,21,0,643
41.097500,-87.908333,21,0,643
41.097500,-87.908167,100,0,643
41.097500,-87.908333,71,0,626
41.097500,-87.908333,71,0,626
41.097500,-87.908333,250,0,626
41.097500,-87.908333,18,0,633
41.097500,-87.908333,18,0,633
41.097500,-87.908333,331,0,626
41.097500,-87.908333,331,0,626
41.097500,-87.908333,54,0,620
41.097500,-87.908167,294,0,630
41.097500,-87.908167,294,0,630
41.097500,-87.908167,30,0,623
41.097500,-87.908167,30,0,623
41.097500,-87.908167,156,0,626
41.097500,-87.908167,347,0,639
41.097500,-87.908167,347,0,639
41.097500,-87.908167,239,0,652
41.097500,-87.908333,172,0,633
41.097500,-87.908333,345,0,616
41.097500,-87.908333,345,0,616
41.097500,-87.908333,345,0,616
41.097500,-87.908333,146,0,610
41.097500,-87.908167,345,0,613
41.097500,-87.908167,345,0,613
41.097333,-87.908333,203,2,610
41.097333,-87.908333,203,2,610
41.097167,-87.908333,262,0,639
41.097167,-87.908333,323,0,613
41.097167,-87.908333,323,0,613
41.097333,-87.910500,238,4,1666
41.097333,-87.913500,263,14,3225
41.097333,-87.913500,263,14,3225
41.099333,-87.916333,295,20,4554
41.099333,-87.916333,295,20,4554
41.103000,-87.921833,309,22,5939
41.103000,-87.921833,309,22,5939
41.103000,-87.921833,309,22,5939
41.106000,-87.927167,307,17,7323
41.106000,-87.927167,307,17,7323
41.106000,-87.927167,307,17,7323
41.108333,-87.932667,296,9,8695
41.108333,-87.932667,296,9,8695
41.110167,-87.938167,294,16,10060
41.110167,-87.938167,294,16,10060
41.110167,-87.938167,294,16,10060
41.110667,-87.944833,275,15,11395
41.110667,-87.944833,275,15,11395
41.110667,-87.944833,275,15,11395
41.111000,-87.951000,261,18,12787
41.111000,-87.951000,261,18,12787
41.111000,-87.951000,261,18,12787
41.110667,-87.954667,230,15,14152
41.110667,-87.954667,230,15,14152
41.110667,-87.954667,230,15,14152
41.109333,-87.958500,239,12,15425
41.109333,-87.958500,239,12,15425
41.109333,-87.958500,239,12,15425
41.109333,-87.958500,239,12,15425
41.109167,-87.962333,279,5,16773
41.109167,-87.962333,279,5,16773
41.110167,-87.965500,16,8,18102
41.110167,-87.965500,16,8,18102
41.110167,-87.965500,16,8,18102
41.110833,-87.970167,264,5,20852
41.110833,-87.970167,264,5,20852
41.110833,-87.970167,264,5,20852
41.110500,-87.973167,99,7,23490
41.110500,-87.973167,99,7,23490
41.114333,-87.969167,55,6,27300
41.114333,-87.969167,55,6,27300
41.116000,-87.964000,69,13,28537
41.116000,-87.964000,69,13,28537
41.116833,-87.958833,98,15,29859
41.116833,-87.958833,98,15,29859
41.116833,-87.958833,98,15,29859
41.117833,-87.954333,34,21,31129
41.117833,-87.954333,34,21,31129
41.122667,-87.940833,52,23,33787
41.122667,-87.940833,52,23,33787
41.127000,-87.931167,56,36,35106
41.127000,-87.931167,56,36,35106
41.127000,-87.931167,56,36,35106
